Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags,Type,Popularity
Tig Bhric & West Kerry Brewery,https://westkerrybrewery.ie,3.53877E+11,-10.3863964,52.170402100000004,Kerry,Dingle Peninsula,Ireland,"Food and Drink,Restaurant,Museums and Attraction,Pubs and Bar,Tour",Museum,4.824838122119987
Bushy Park,,+353(0)14900320,-6.292767969,53.30131952,Dublin,Terenure,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife",Walk/Nature,3.68016840688746
Shelmalier Forth Mountain,,+353(0)539239400,-6.573049286,52.31663311,Wexford,Barntown,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife",Walk/Nature,1.0281917643294793
Griffith Park,,+353(0)18373290,-6.261854713,53.37055995,Dublin,Drumcondra,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife",Walk/Nature,6.635410320078753
Merrion Square,,+353(0)16612369,-6.25002,53.3388,Dublin,,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife",Walk/Nature,3.9827060368292675
Tolka Valley Park,,+353(0)18905629,-6.384194116000001,53.39496052,Dublin,Blanchardstown,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife",Walk/Nature,8.055500224109672
City Highlights Walking Tour- Dublin,http://sightwalkingdublin.com/,+353(0)862002480,-6.2604903,53.3396625,Dublin,,Ireland,"Gaa,Walking,Activity Operator,Tour",Walk/Nature,2.101719583665669
Garden Tours of Ireland,https://www.gardentoursofireland.com,35350454688,-7.9378116,52.6518532,Tipperary,,Ireland,"Gardening,Nature and Wildlife,Activity Operator,Gardens,Garden,Tour",Walk/Nature,2.6469951590190655
The Manor Gardens,https://www.discoverireland.ie/Arts-Culture-Heritage/the-manor-gardens/48219,,-9.057847354,51.68778695,Cork,Dunmanway,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,5.938824175270097
O'Driscoll Garden Centre,https://www.facebook.com/ODriscoll-Garden-Centre-449803402105043/,35350421636,-7.797380400000001,52.67029470000001,Tipperary,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,4.901721549256737
The Bay Garden,http://www.thebaygarden.com,3.53539E+11,-6.443575,52.608613,Wexford,Camolin,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,3.63665093428408
Clonohill Gardens,https://www.gardensofireland.org/directory/31/,3.53579E+11,-7.625490356,52.98564781,Laois,Coolrain,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,4.28177183307483
Lassanroe Garden,https://www.discoverireland.ie/Arts-Culture-Heritage/lassanroe-garden/71154,3532822563,-9.311018382,51.58731379,Cork,Skibbereen,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,7.492601992856011
Ballyhist Garden,https://tipperary.com/listings/ballyhist-garden/,3.53527E+11,-7.872028222999999,52.31529252,Tipperary,Ardfinnan,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,5.81764327931638
Secret Gardens Sligo,https://www.secretgardensofsligo.com/gardens,3.53863E+11,-8.476086439,54.27641929,Sligo,Sligo Town,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,6.826760116126212
Greenfort,http://www.donegalgardentrail.com/site/?page_id=2306,3.53878E+11,-7.65388635,55.13440451,Donegal,Kerrykeel,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,5.228882630558243
Camas Park Garden,https://www.tipperarytown.ie/see-and-do/camas-park-gardens,3.53863E+11,-7.929296000000001,52.53716,Tipperary,Cashel,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,2.726681213261651
Mornington Garden,http://dalkeygardenschool.com,+353(0)872256365,-6.1132572,53.271755299999995,Dublin,Mornington,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,3.1496864572165855
The Sensory Gardens,,+353(0)578731325,-7.3465802710000006,52.91530961,Laois,Abbeyleix,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,6.0160946490565115
Tombrick Garden,https://www.discoverireland.ie/Arts-Culture-Heritage/tombrick-garden/76568,3.53539E+11,-6.5690587129999995,52.5809255,Wexford,Ballycarney,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,4.891974187595262
Ballynacourty Gardens,https://www.limerick.ie/discover/eat-see-do/nature-wildlife/gardens/ballynacourty-gardens,35361396409,-8.935327000000001,52.643399,Limerick,Ballysteen,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,6.830859769513449
Millennium Garden of Time,https://youghal.ie/,3532420769,-7.854440234,51.95124266,Cork,Youghal,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,6.476608763786519
St. Columb's Gardens,http://www.donegalgardentrail.com/site/?page_id=2320,3.53749E+11,-7.9031983,55.0044336,Donegal,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,7.00466272051035
Celtic Plantarum Dundrum,https://www.garden.ie/gardenstosee/celtic-plantarum-dundrum/,3536271303,-8.04394294,52.5576255,Tipperary,Dundrum,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden",Walk/Nature,5.53270706436372
Garraí Fadó Garden,https://www.facebook.com/Garra%C3%AD-Fad%C3%B3-Garden-Beara-156532801063072,3532774844,-9.955257441,51.68546683,Cork,Eyeries,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Food Shops,Shopping",Shopping,6.3847753324909
Dublin Garden Trail,http://www.dublingardens.com, +353(0)12819422,-6.189413,53.298931,Dublin,Blackrock,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Tour",Walk/Nature,5.026585311911505
Country Cottage Stables,https://countrycottagestables.ie/,3.53862E+11,-6.1836720000000005,53.163410999999996,Wicklow,Enniskerry,Ireland,"Gardening,Nature and Wildlife,Horse Riding,Equestrian,Activity Operator,Gardens,Garden,Shopping,Cafe,Food and Drink,Food Shops",Shopping,3.7809124326644232
The Dillon Garden,http://www.dillongarden.com,35312148740,-6.1596570999999996,53.2954544,Dublin,Monkstown,Ireland,"Gardening,Nature and Wildlife,Learning,Gardens,Garden,Tour",Walk/Nature,2.7025323656373805
Wexford Garden Trail,http://www.wexfordgardentrail.com,,-6.992454254,52.29638937,Wexford,,Ireland,"Gardening,Nature and Wildlife,Walking,Gardens,Garden",Walk/Nature,5.786921292784075
The Four Courts,http://www.courts.ie/,+353(0)18886000,-6.273526,53.345909999999996,Dublin,,Republic of Ireland,Historic Houses and Castle,House/Castle,5.732825704413151
Waterloo Round Tower,http://www.irishstones.org/place.aspx?p=1232,,-8.573711999999999,51.954691,Cork,Blarney,Republic of Ireland,Historic Houses and Castle,House/Castle,8.871362529517183
Old Coastguard Station,http://www.jamescahill.com/coastguardstation.html,3.53949E+11,-9.6208477,53.821318299999994,Mayo,,Ireland,Historic Houses and Castle,House/Castle,6.0525280851316134
General Post Office,http://www.anpost.ie/AnPost/History+and+Heritage/History/GPO+Dublin/,+353(0)17057000,-6.260654,53.349332999999994,Dublin,,Republic of Ireland,"Historic Houses and Castle,Cafe,Food and Drink,Food Shops,Shopping",Shopping,2.302027873575779
Kilbolane Castle,https://visitballyhoura.com/explore/kilbolane-castle,3536391300,-8.8468668,52.3377252,Cork,,Ireland,"Historic Houses and Castle,Castle",House/Castle,6.158582180611434
Swords Castle,https://swordscastle.events/,+353(0)1840 0891,-6.220338,53.459928000000005,Dublin,Swords,Republic of Ireland,"Historic Houses and Castle,Castle,Tour",House/Castle,4.69582351264359
The Black Church,https://www.dublincity.ie/dublin-buildings/black-church,,-6.2679431,53.3546532,Dublin,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,4.872791598607029
Lusk Round Tower,https://www.heritageireland.ie/en/midlands-eastcoast/luskheritagecentre/,+353(0)18331618,-6.167107,53.526025,Dublin,Lusk,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.892591081140074
Christ Church Castlebar,http://www.tuam.anglican.org/aughaval-westport/castlebar-christ-church,,-9.299977,53.85441899999999,Mayo,Castlebar,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,6.2280323627453
St John's Cathedral Sligo,http://www.sligocathedral.elphin.anglican.org,3.53719E+11,-8.478143,54.270235,Sligo,Sligo Town,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.765888156991324
Swords Round Tower & Belfry,http://swords.dublin.anglican.org,+353(0)18956747,-6.224459099999999,53.4576831,Dublin,Swords,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,5.2402299673343915
Tourin House & Gardens,http://tourin.ie/,3535854405,-7.8641684000000005,52.120219299999995,Waterford,Cappoquin,Ireland,"Historic Houses and Castle,Gardens,Garden",House/Castle,5.000650717723686
Áras an Uachtaráin,http://www.president.ie/en,+353(0)16770095,-6.311431,53.36161800000001,Dublin,Phoenix Park,Republic of Ireland,"Historic Houses and Castle,Gardens,Garden,Tour",House/Castle,5.435756207624518
James Joyce House of the Dead,http://www.jamesjoycehouse.ie,,-6.282819,53.34629,Dublin,Dublin City Centre,Republic of Ireland,"Historic Houses and Castle,Literary Ireland",House/Castle,6.97014523152156
F. W. Sweny & Co. Ltd.,http://sweny.ie/site/,+353(0)858146713,-6.250578476,53.34188602,Dublin,Dublin City,Ireland,"Historic Houses and Castle,Literary Ireland,Food Shops,Shopping",Shopping,8.282579553957653
Dwyer McAllister Cottage,http://www.heritageireland.ie/en/midlands-eastcoast/dwyermcallistercottage,35340445325,-6.564810799999999,52.961926899999995,Wicklow,Donard,Ireland,"Historic Houses and Castle,Museums and Attraction",Museum,5.04517980890343
Dublin City Hall,http://www.dublincityhall.ie,+353(0)12222204,-6.267149169,53.34392243,Dublin,,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink",Museum,5.284485745791135
Freemasons Hall,http://freemason.ie/,+353(0)16761337,-6.255966,53.341080000000005,Dublin,,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour",Museum,3.467378343267895
Casino Model Railway Museum,http://www.modelrailwaymuseum.ie ,35361711222,-6.1582704,53.450576299999994,Dublin,Malahide,Ireland,"Historic Houses and Castle,Museums and Attraction,Tour",Museum,8.86249004208123
Master McGrath Monument,https://www.buildingsofireland.ie/buildings-search/building/22903003/master-mcgrath-monument-ballymacmague-south-county-waterford,3535841741,-7.621652,52.088003,Waterford,Dungarvan,Republic of Ireland,"Historic Houses and Castle,Public Sculpture",House/Castle,7.097178868450766
Tours Of The Government Buildings,http://www.taoiseach.gov.ie,+353(0)16194116,-6.25366,53.338393,Dublin,Dublin City Centre,Republic of Ireland,"Historic Houses and Castle,Tour",House/Castle,4.587251032228938
Government Buildings,http://www.taoiseach.gov.ie,+353(0)16194249,-6.254129,53.339374,Dublin,,Republic of Ireland,"Historic Houses and Castle,Tour",House/Castle,5.81275776770439
Leinster House,http://www.oireachtas.ie/parliament/visitsevents/,+353(0)16183271,-6.254251999999999,53.340121999999994,Dublin,Dublin City,Republic of Ireland,"Historic Houses and Castle,Tour",House/Castle,7.20406236339495
City Hall Cork,https://www.corkcity.ie/en/,3.53215E+11,-8.464807,51.8965976,Cork,Cork City,Ireland,"Historic Houses and Castle,Venue,Comedy,Music",House/Castle,4.421371429127081
The Gaiety Theatre,http://www.gaietytheatre.ie,+353(0)16468600,-6.26163,53.340387,Dublin,,Republic of Ireland,"Historic Houses and Castle,Venue,Comedy,Music,Cafe,Food and Drink,Food Shops,Shopping,Tour",Shopping,3.905129338081014
12 Henrietta Street,http://thedrawingroom.ie/,+353(0)862746153,-6.2705757,53.3524569,Dublin,Dublin City Centre,Ireland,"Historic Houses and Castle,Venue,Music",House/Castle,4.4752178217576075
Kayaking.ie,http://www.kayaking.ie,3.53862E+11,-6.093727731,53.27486714,Dublin,Dalkey,Ireland,"Kayaking,Activity Operator,River,Discovery Point,Boat,Tour",Walk/Nature,5.5173614190944065
Díseart,http://www.diseart.ie,3.53669E+11,-10.270519,52.1418479,Kerry,Dingle,Ireland,"Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden",Church/Monastery,5.4502959826706485
Irish Georgian Society,http://www.igs.ie,+353(0)16798675,-6.250557,53.338964000000004,Dublin,Dublin,Republic of Ireland,"Learning,Historic Houses and Castle,Food Shops,Shopping,Tour",Shopping,3.8654728956589914
Geological Museum,https://trinitygeologicalmuseum.com/,+353(0)18961477,-6.2612190000000005,53.34447900000001,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction",Museum,4.970264167665346
Royal Irish Academy,http://www.ria.ie,+353(0)16762570,-6.2580849999999995,53.340716,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction",Museum,6.372686912976175
The James Joyce Centre,http://www.jamesjoyce.ie,+353(0)18788547,-6.259988,53.354156999999994,Dublin,,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Literary Ireland,Food Shops,Shopping,Tour,Walking",Museum,4.628955455462521
Nano Nagle Centre,http://www.nanonaglebirthplace.ie,3532226411,-8.522730000000001,52.151270000000004,Cork,,Ireland,"Learning,Museums and Attraction",Museum,3.5425299915846877
Shannon Dolphin and Wildlife Centre,http://www.shannondolphins.ie,3.53659E+11,-9.4969951,52.6350948,Clare,Kilrush,Ireland,"Learning,Museums and Attraction",Museum,5.512981281830019
Zoological Museum,http://www.tcd.ie/Zoology/museum/,+353(0)18961366,-6.251858,53.34318100000001,Dublin,,Ireland,"Learning,Museums and Attraction,Food Shops,Shopping",Museum,2.4394651609942604
Seamus Heaney: Listen Now Again,https://www.nli.ie/en/udlist/current-exhibitions.aspx?article=0ebd1d65-6087-4f38-a2a0-467de598b745,,-6.2594127,53.345083200000005,Dublin,Dublin City,Republic of Ireland,"Learning,Museums and Attraction,Literary Ireland",Museum,6.168602350721905
Yeats: The Life and Works of William Butler Yeats,http://www.nli.ie/yeats,+353(0)16030277,-6.254641,53.341081,Dublin,Dublin City,Republic of Ireland,"Learning,Museums and Attraction,Literary Ireland,Cafe,Food and Drink,Food Shops,Shopping",Museum,6.445472146801974
National Folklore Collection,http://www.ucd.ie/irishfolklore,+353(0)17168216,-6.21882,53.30680741,Dublin,,Ireland,"Learning,Museums and Attraction,Literary Ireland,Cafe,Food and Drink,Tour",Museum,5.694120780009622
Clasac,http://www.clasac.ie,+353(0)18363060,-6.230766,53.360651000000004,Dublin,Clontarf,Republic of Ireland,"Learning,Museums and Attraction,Traditionally Irish,Venue,Music,Food Shops,Shopping",Museum,9.105710513333962
Leprechaun and Fairy Cavern,http://www.thelastleprechaunsofireland.com/the-leprechaun-cavern,3.53429E+11,-6.177470008999999,54.04140882,Louth,Carlingford,Ireland,"Learning,Museums and Attraction,Venue,Comedy,Tour",Museum,4.030184393187352
Kerry International Dark-Sky Reserve,http://www.kerrydarkskytourism.com/,+353(0)877845688,-10.09249034,52.02430573,Kerry,,Ireland,"Learning,Photography,Natural Landscape",Walk/Nature,5.910461499388306
National Archives of Ireland,http://www.nationalarchives.ie,35314072300,-6.268747,53.338802,Dublin,Dublin City,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction",Museum,4.647764410871172
Swords Museum  and Fingal Genealogy,http://www.swordsheritage.com,35318400080,-6.2181267,53.4627797,Dublin,Swords,Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction",Museum,3.907417882615293
Genealogy Service National Library of Ireland,https://www.nli.ie/en/intro/family-history-introduction.aspx,35316030200,-6.25509,53.340139,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping",Museum,4.01471251211707
Pearse Street Library,http://www.dublincity.ie/main-menu-services-recreation-culture-dublin-city-public-libraries-and-archive-locations-hours-19,+353(0)16744888,-6.245275,53.343092000000006,Dublin,Dublin City,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Literary Ireland,Cafe,Food and Drink",Museum,4.370049152124059
Irish Jewish Museum,http://www.jewishmuseum.ie/,+353(0)14531797,-6.269414,53.330748,Dublin,South Circular Road,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction,Tour",Museum,2.9183476759789224
Burren Experience Guided Walks,http://www.mullaghmore-burren.com,3.53868E+11,-9.062701254,52.94492049,Clare,Corofin,Ireland,"Learning,Walking,Activity Operator,National Park,National and Forest Park,Tour",Walk/Nature,4.952782859316523
Ardgillan Demesne,http://www.facebook.com/ardgillancastle,+353(0)18492212,-6.159029692000001,53.58716314,Dublin,Balbriggan,Republic of Ireland,"Learning,Walking,Gardens,Garden,Historic Houses and Castle,Public Park,Nature and Wildlife,Cafe,Food and Drink,Food Shops,Shopping,Tour",Shopping,3.5298550183192585
O'Reilly Theatre,http://www.oreillytheatre.com,+353(0)1858 6690,-6.262116000000001,53.355509999999995,Dublin,,Republic of Ireland,"Literary Ireland,Venue,Music,Food Shops,Shopping",Shopping,2.326335937768012
Irish Film Institute,http://ifi.ie/archive,35316793477,-6.264943,53.344623999999996,Dublin,,Republic of Ireland,"Movies,Cinema,Venue,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Shopping",Museum,4.739061580457854
Garfinny Bridge,https://dingle-peninsula.ie/component/zoo/item/garfinny-bridge.html,,-10.219192999999999,52.140079,Kerry,Dingle,Republic of Ireland,Museums and Attraction,Museum,3.210231562411505
Belcarra Eviction Cottage,http://www.museumsofmayo.com/eviction-cottage/eviction-cottage-belcarra.html,3.53879E+11,-9.219028100000001,53.812900600000006,Mayo,Castlebar,Ireland,Museums and Attraction,Museum,6.019430779361885
Granuaile Visitor Centre,https://www.irishtourist.com/things-to-do/granuaile-visitor-centre,3539866341,-9.809611,53.763985,Mayo,Louisburgh,Republic of Ireland,Museums and Attraction,Museum,3.189305455038366
Inishbofin Heritage Museum & Gift Shop,https://www.facebook.com/InishbofinHeritageMuseum,3.5388E+11,-10.206749,53.613395,Galway,Inishbofin,Ireland,Museums and Attraction,Museum,6.965229247483588
The Irish Pewtermill Centre,,+353(0)879090044,-6.8094676320000005,52.98488874,Kildare,Moone,Republic of Ireland,Museums and Attraction,Museum,6.340274638448729
Michael J Quill Centre,http://www.historic-ireland.com/places/778.html,3.53647E+11,-9.46143,51.902656,Kerry,Kilgarvan,Republic of Ireland,Museums and Attraction,Museum,7.387206613625722
Father Murphy Centre,https://www.facebook.com/Fr-Murphy-Centre-Boolavogue-315611758499163,3.53539E+11,-6.4107807999999995,52.5485902,Wexford,Boolavogue,Ireland,Museums and Attraction,Museum,6.2087772820179215
Mooghaun Bronze Age Hillfort,,,-8.8792287,52.78218670000001,Clare,,Ireland,Museums and Attraction,Museum,4.027603221897635
The Butter Slip - Kilkenny,,,-7.252329391,52.65236152,Kilkenny,Kilkenny City,Ireland,Museums and Attraction,Museum,5.163679935984784
Maynooth Ecclesiastical Museum,http://museum.maynoothcollege.ie,3.53879E+11,-6.598101700000001,53.3786106,Kildare,Maynooth,Ireland,Museums and Attraction,Museum,2.6521570687688025
The Hooker Brewery,http://www.galwayhooker.ie,3.53878E+11,-8.92873146,53.2693066,Galway,Oranmore,Republic of Ireland,Museums and Attraction,Museum,4.123090545755489
The Emigrant Trail,http://www.heritageisland.com/attractions/kennedy-homestead-and-emigrant-trail,35351388264,-6.947598722,52.39361615,Wexford,New Ross,Ireland,Museums and Attraction,Museum,5.806438147240124
Kenmare Heritage Centre,,3.53647E+11,-9.584642,51.880807,Kerry,Kenmare,Republic of Ireland,Museums and Attraction,Museum,5.0999796821361185
Poet's Cottage,http://www.laois.ie/departments/heritage/laois-heritage-trail/poets-cottage,,-7.5924095000000005,53.0048261,Laois,,Ireland,Museums and Attraction,Museum,6.64604906252843
Isaac Butt Heritage Centre,https://www.facebook.com/isaacbuttheritagecommittee,3.53749E+11,-7.932474900000001,54.8384012,Donegal,,Ireland,Museums and Attraction,Museum,6.043120357549404
West Cork Heritage Centre,https://westcorkheritagecentre.com,3.53239E+11,-8.736636599999999,51.74673060000001,Cork,Bandon,Ireland,Museums and Attraction,Museum,6.279763531896165
West Gate Heritage Tower,http://wexfordhub.com/history/westgate-tower,3.53539E+11,-6.466286,52.341426,Wexford,,Republic of Ireland,Museums and Attraction,Museum,6.131489169233058
Youghal Heritage Centre,https://youghal.ie/organisation/youghal-heritage-centre/,3532420170,-7.845717,51.953087,Cork,Youghal,Republic of Ireland,"Museums and Attraction,Food Shops,Shopping",Museum,5.661900282996891
St. Kilians Heritage Centre,http://www.stkiliansheritagecentre.ie,3.53469E+11,-6.956985700000001,53.8126897,Cavan,Mullagh,Ireland,"Museums and Attraction,Shopping,Cafe,Food and Drink,Tour",Museum,2.9523816699628354
JJ Corry Irish Whiskey Experience,https://www.chapelgatewhiskey.com,3.53864E+11,-9.4353561,52.67702320000001,Clare,,Ireland,"Museums and Attraction,Tour",Museum,3.7326562981393456
Kilbrittain Whale,,+353(0)862567084,-8.6917337,51.6735577,Cork,Kilbrittain,Ireland,Natural Landscape,Walk/Nature,3.1172365353483813
The Donegal Gaeltacht,,,-8.110714100000001,54.654486999999996,Donegal,Glencolmcille,Ireland,Natural Landscape,Walk/Nature,5.76318955818783
Patrickstown Viewing Point,,,-7.085113000000001,53.749759999999995,Meath,Oldcastle,Ireland,Natural Landscape,Walk/Nature,5.84907697171503
"The Glen, Strandhill",,,-8.580854643,54.26105082,Sligo,Strandhill,Ireland,Natural Landscape,Walk/Nature,3.453213466790083
"St Peter's Roman Catholic Church, Drogheda",http://www.saintpetersdrogheda.ie,3.5342E+11,-6.353372599999999,53.7150105,Louth,Drogheda,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery",Church/Monastery,6.932544727267521
Tarbert Bridewell Courthouse & Jail Museum,http://www.tarbertbridewell.com,3536836500,-9.3764602,52.573661,Kerry,Tarbert,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping",Museum,5.494930460129275
Monasterboice High Cross and Round Tower,https://www.visitlouth.ie/explore-and-do/explore-louth/sacred-sites-louth/monasterboice-high-cross-and-round-tower.html,3.5342E+11,-6.4177232,53.7777634,Louth,,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Tour",Walk/Nature,0.8716966259095331
Top of the Rock Viewing Platform Trail,https://facebook.com/rockviewingplatform,+353(0)872989250,-10.25257468,51.96038621,Kerry,Cahersiveen,Ireland,"Photography,Learning,Walking,Natural Landscape",Walk/Nature,5.332383191120517
Killiney  Hill,http://www.dlrcoco.ie/parks/killiney.html,+353(0)12047275,-6.107273729,53.2703464,Dublin,Killiney,Ireland,"Photography,Learning,Walking,Natural Landscape,Public Park,Nature and Wildlife,Cafe,Food and Drink",Walk/Nature,2.879122569811253
Wood Quay,http://www.visitdublin.com/dublin-a-to-z/details/wood-quay/49834/,+353(0)14370969,-6.26098,53.343599,Dublin,,Republic of Ireland,"Public Sculpture,Ruins,Historic Houses and Castle",House/Castle,6.333244759935269
Cú Chulainn,http://www.talkingstatuesdublin.ie/statues/cu-chulainn/,,-6.260721,53.349349,Dublin,,Ireland,"Public Sculpture,Talking Statue,Cafe,Food and Drink,Food Shops,Shopping",Shopping,3.343541908406925
Inis Mór (Inishmore) Seaport,,,-9.719242279,53.13713245,Galway,Aran Islands,Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Shopping,Shopping Centres and Department Store,Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Island,Offshore Island,Local Produce,Food and Drink,Pubs and Bar",Shopping,4.018924524100366
Croke Park Stadium,https://crokepark.ie/,35315821593,-6.252428,53.361245,Dublin,Dublin City,Republic of Ireland,"Restaurant,Gaa,Stadium,Sports Venue,Venue,Music,Sports Venues,Cafe,Food and Drink,Fast Food,Activity Operator,Food Shops,Shopping,Tour",Shopping,4.406253922467787
University College Cork -UCC,http://www.ucc.ie/en/discover,3.53215E+11,-8.492377000000001,51.89182,Cork,Cork City,Republic of Ireland,"Restaurant,Historic Houses and Castle,Cafe,Food and Drink",House/Castle,7.811813396771804
Maynooth Campus Conference & Accommodation,http://www.maynoothcampus.com,+353(0)17086400,-6.5927578570000005,53.37649551,Kildare,Maynooth,Republic of Ireland,"Restaurant,Learning,Historic Houses and Castle,Food and Drink",House/Castle,5.269826118257411
IMI Conference Centre & Residence,http://www.imi.ie/,+353(0)12078400,-6.231596,53.275966000000004,Dublin,Sandyford,Republic of Ireland,"Restaurant,Learning,Historic Houses and Castle,Food and Drink,Food Shops,Shopping",Shopping,5.129260567985195
Cahervagliar Fort,http://www.coppeenheritage.com/archives/cahir/index.html,3532646078,-8.996941,51.792933000000005,Cork,Coppeen,Republic of Ireland,"Ruins,Historic Houses and Castle",House/Castle,4.520240090295192
Rathgall Stone Fort,,,-6.663035000000001,52.802231799999994,Wicklow,,Ireland,"Ruins,Historic Houses and Castle",House/Castle,2.565701760780668
Books@One,https://www.booksatone.ie/,3539866885,-9.809876199999998,53.762649399999994,Mayo,Louisburgh,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Cafe,Food and Drink,Food Shops",Shopping,6.007962890809799
Rare and Recent Books,https://www.rareandrecent.com/,3.53852E+11,-9.286348,53.541368799999994,Mayo,,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Food Shops",Shopping,5.4487056093531026
Cross Strand Beach,http://www.cleancoastsireland.org/,,-9.909850127999999,53.71633236,Mayo,Louisburgh,Ireland,"Surfing,Activity Operator,Beach",Beach,4.222362034122129
Front Strand Beach,https://youghal.ie/top-10-things-to-do/youghal-beaches/,+353(0)2420769,-7.851509,51.937915000000004,Cork,Youghal,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach",Walk/Nature,4.06637633547812
Bishop's Quarter ,,,-9.127942,53.129128099999996,Clare,Ballyvaughan,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape",Walk/Nature,7.578562846738137
Dodd's Rock Beach,,,-6.213459105,52.663357,Wexford,Courtown,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach",Walk/Nature,0.9120858998710331
Garryvoe Beach,https://www.ringofcork.ie/listings/garryvoe-beach/,+353(0)214613432,-7.9997300000000005,51.865968,Cork,Garryvoe,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach",Walk/Nature,6.606729972261975
North Tipperary Genealogy Centre,http://www.tipperarycoco.ie/heritage/genealogy-centre,3536733850,-8.200283933,52.86578066,Tipperary,Nenagh,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction",Museum,4.858582576215689
South Mayo Family Research Centre,http://www.mayo.irishroots.net/,3.5395E+11,-9.222428,53.623484999999995,Mayo,Ballinrobe,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction",Museum,6.062765607282996
