Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Park Lodge,http://www.parklodge.ie,+353(0)6831312,-9.312611,52.371914000000004,Limerick,Abbeyfeale,Republic of Ireland,Self Catering,2,26
Castleview B&B,http://www.castleviewbandbadare.com,+353(0)61396394,-8.841035,52.548205,Limerick,Adare,Republic of Ireland,B & B,2,5
Berkeley Lodge,http://www.adare.org,+353(0)61396857,-8.792933,52.56648199999999,Limerick,Adare,Republic of Ireland,Self Catering,4,22
Coatesland House B&B,http://www.coateslandhouse.com,+353(0)61396372,-8.800103,52.555698,Limerick,Adare,Republic of Ireland,B & B,4,11
O'Driscoll's B&B,http://www.odriscolls-accommodation.com,+353(0)6826947,-9.285057,52.570992000000004,Limerick,Glin,Republic of Ireland,B & B,3,11
Woodview B&B,http://www.woodviewbedandbreakfastkilfinane.com/,+353(0)6391106,-8.46618,52.361021,Limerick,Kilfinnane,Republic of Ireland,B & B,5,6
Coonagh Lodge,,+353(0)61327050,-8.687621355,52.66819143,Limerick,Limerick,Republic of Ireland,Self Catering,5,24
Armada Lodge,http://www.armadalodgebandb.com,+353(0)61326993,-8.668606,52.672415,Limerick,Limerick,Republic of Ireland,Self Catering,5,6
Shanagarry Bed & Breakfast,http://www.shanagarrybnb.com,+353(0)6961747,-9.078247,52.443213,Limerick,Newcastle West,Republic of Ireland,B & B,4,9
Cedar Lodge,http://www.irishvisits.com/ireland_accomodations/16747/Cedar-Lodge-limerick.html,+353(0)61355137,-8.688014,52.61039,Limerick,Patrickswell,Republic of Ireland,Self Catering,4,34
Melview Lodge,http://www.melviewlodge.com,+353(0)433345061,-7.791233,53.756632999999994,Longford,Longford Town,Republic of Ireland,Self Catering,2,39
The Oystercatcher Lodge,http://www.oystercatcherlodge.com/,+353(0)429373922,-6.18700909,54.04012377,Louth,Carlingford,Republic of Ireland,Self Catering,4,36
Windsor Lodge,http://www.barwindsorlodge.com,+353(0)419841966,-6.364039,53.724140000000006,Louth,Drogheda,Republic of Ireland,Self Catering,3,7
Keadyville House B&B,http://www.keadyvillehouse.com/,+353(0)9643288,-9.35947,54.274776,Mayo,Ballycastle,Republic of Ireland,B & B,5,9
The Yellow Rose B&B,http://www.bandbireland.com/accommodation/26539/the-yellow-rose-b-b,+353(0)9643125,-9.561145,54.307651,Mayo,Ballina,Republic of Ireland,B & B,2,7
Woodview Lodge,http://www.woodviewlodge.com,+353(0)949023985,-9.242668,53.848034,Mayo,Castlebar,Republic of Ireland,Self Catering,2,30
Rocksberry B&B,http://www.mayo-accommodation.com,+353(0)949027254,-9.339865,53.835351,Mayo,Castlebar,Republic of Ireland,B & B,1,17
Valley Lodge,http://www.valleylodgeaccommodation.com,+353(0)949365180,-9.058039998,53.78425129,Mayo,Claremorris,Republic of Ireland,Self Catering,5,35
Louisburgh Lodge,,+353(0)9866202,-9.814413,53.761702,Mayo,Louisburgh,Republic of Ireland,Self Catering,2,38
Woodbine Cottage,http://www.woodbinecottagewestport.com,+353(0)9829143,-9.522541148,53.80425582,Mayo,Westport,Republic of Ireland,Self Catering,2,16
White Lodge,http://www.whitelodgetrim.com,+353(0)469436549,-6.782013,53.55759499999999,Meath,Trim,Republic of Ireland,Self Catering,3,24
Dun Cromain Bed and Breakfast,http://www.duncromain.com,+353(0)579153966,-7.997331,53.189927000000004,Offaly,Banagher,Republic of Ireland,B & B,1,10
Seawinds Bed and Breakfast,http://www.seawindsireland.com,+353(0)749732003,-8.441574512999999,54.636984899999995,Donegal,Killybegs,Republic of Ireland,B & B,5,15
Laurel Lodge,http://laurellodge.ie/,+353(0)909674189,-8.047452,53.279454,Offaly,Shannonbridge,Republic of Ireland,Self Catering,1,7
Yeats Lodge,http://www.yeatslodge.com,+353(0)719173787,-8.495607000000001,54.33181,Sligo,Drumcliffe,Republic of Ireland,Self Catering,3,39
Mount Edward Lodge,http://www.mountedwardlodge.com,+353(0)719163263,-8.548085,54.380375,Sligo,Grange,Republic of Ireland,Self Catering,2,33
Ben Lodge B&B,,+353(0)719141407,-8.454189999999999,54.27851999999999,Sligo,Ballinode,Republic of Ireland,Self Catering,2,25
Rowanville Lodge,http://www.rowanville.com,+353(0)719163958,-8.509678,54.402739000000004,Sligo,Grange,Republic of Ireland,Self Catering,4,28
Lacken Lodge,http://www.lackenlodge.com,+353(0)61379083,-8.436703999999999,52.748143999999996,Tipperary,Birdhill,Republic of Ireland,Self Catering,4,26
Ardcroney B&B,http://www.ardcroneybandb.com,+353(0)6738240,-8.156721000000001,52.93466,Tipperary,Nenagh,Republic of Ireland,B & B,2,13
Willowbrook B&B,http://www.willowbrook.ie,+353(0)6731558,-8.233994000000001,52.870979000000005,Tipperary,Nenagh,Republic of Ireland,B & B,1,18
Riverside House B&B,http://www.tipp-riversidehouse.com,+353(0)6251219,-8.173347,52.469902000000005,Tipperary,Tipperary Town,Republic of Ireland,B & B,1,18
Avonlodge B&B,http://avonlodgebandb.ie,+353(0)51385775,-6.999244,52.155725,Waterford,Dunmore East,Republic of Ireland,B & B,3,18
Hillview Lodge,http://www.hillviewlodgewaterford.com,+353(0)51384230,-7.238854552,52.22955916,Waterford,Kilmeaden,Republic of Ireland,Self Catering,1,20
Reades Farmhouse B&B,http://www.readesbandb.com,+353(0)51898430,-7.184305999999999,52.396743,Kilkenny,Mullinavat,Republic of Ireland,B & B,3,11
Aisling B&B,http://www.aislingbandb.com,+353(0)51895456,-7.264460000000001,52.297215,Kilkenny,Mooncoin,Republic of Ireland,B & B,1,19
Inny Bay B&B,http://www.innybay.com,+353(0)906485284,-7.838436,53.543884999999996,Westmeath,Athlone,Republic of Ireland,B & B,1,19
Burren Lodge,http://www.iolfree.ie/~burrenlodge/,+353(0)906475157,-7.892341,53.40979399999999,Westmeath,Athlone,Republic of Ireland,Self Catering,1,5
Glasson Stone Lodge,http://www.glassonstonelodge.com,+353(0)906485004,-7.864298832,53.47275005,Westmeath,Athlone,Republic of Ireland,Self Catering,4,13
Lough Owel Lodge,http://www.loughowellodge.com,+353(0)449348714,-7.357442999999999,53.560145999999996,Westmeath,Mullingar,Republic of Ireland,Self Catering,2,37
Marsh Mere Lodge,http://www.marshmerelodge.com,+353(0)51389186,-6.956033000000001,52.243115,Wexford,Arthurstown,Republic of Ireland,Self Catering,3,34
Meadowside B&B,http://www.meadowsidebandb.com,+353(0)539376226,-6.650233,52.654865,Wexford,Bunclody,Republic of Ireland,B & B,1,9
Stone Lodge Bed and Breakfast,http://www.stonelodgebandb.com/,+353(0)539425765,-6.232746,52.636210999999996,Wexford,Courtown,Republic of Ireland,Self Catering,3,23
Kilbora B&B,http://www.kilborabandb.com,+353(0)539367089,-6.470582,52.601457999999994,Wexford,Enniscorthy,Republic of Ireland,B & B,2,11
Old Orchard Lodge,http://www.oldorchardlodgebedandbreakfast.com/,+353(0)539133468,-6.3551400000000005,52.242973,Wexford,Rosslare Harbour,Republic of Ireland,Self Catering,1,23
Ashley Lodge,http://www.ashley-lodge.com,+353(0)539131991,-6.397016000000001,52.242284000000005,Wexford,Rosslare Harbour,Republic of Ireland,Self Catering,1,24
O'Leary's Farm House B&B,http://www.olearysfarm.com,+353(0)539133134,-6.329722,52.228013,Wexford,Rosslare Harbour,Republic of Ireland,B & B,4,17
Killurin Lodge,http://www.killurinlodge.com,+353(0)539128013,-6.579390841,52.38547756,Wexford,Killurin,Republic of Ireland,Self Catering,4,32
Rockville B&B,http://www.bedandbreakfastwexford.com,+353(0)539122147,-6.453322,52.326619,Wexford,Wexford Town,Republic of Ireland,B & B,5,17
Maple Lodge,http://www.maplelodgewexford.com,+353(0)539159195,-6.450083,52.378273,Wexford,Castlebridge,Republic of Ireland,Self Catering,4,26
Macreddin Rock B&B,http://www.macreddinrock.com,+353(0)40236369,-6.331155,52.884021,Wicklow,Aughrim,Republic of Ireland,B & B,3,14
Beech Lodge,http://www.beechlodgeguesthouse.ie,+353(0)45404651,-6.623504,53.025236,Wicklow,Donard,Republic of Ireland,Self Catering,4,7
Pinewood Lodge,http://www.pinewoodlodge.ie,+353(0)40445437,-6.3035733,53.01252205,Wicklow,Glendalough,Republic of Ireland,Self Catering,5,32
Carbery Cottage Guest Lodge,http://www.carbery-cottage-guest-lodge.net,+353(0)2761368,-9.575330000000001,51.617549,Cork,Durrus,Republic of Ireland,Self Catering,5,10
Abhainn Mor B&B,http://www.abhainnmor.com/,+353(0)40446330,-6.23981473,52.91212304,Wicklow,Rathdrum,Republic of Ireland,B & B,2,14
McCabe's B&B,,+353(0)61364330,-8.833838,52.712590000000006,Clare,Bunratty,Republic of Ireland,B & B,2,16
Palm Lodge,http://www.palmlodgebandb.com/,+353(0)2524687,-8.278075,52.282905,Cork,Mitchelstown,Republic of Ireland,Self Catering,4,28
Four Seasons Hotel,http://www.4seasonshotelcarlingford.ie,+353(0)429373530,-6.181558,54.039306,Louth,Carlingford,Republic of Ireland,Hotel,3,178
Vaughan Lodge,http://vaughanlodge.ie/,+353(0)657081111,-9.341021000000001,52.93352900000001,Clare,Lahinch,Republic of Ireland,Self Catering,3,21
Manor West Hotel Spa & Leisure Club,http://www.manorwesthotel.ie,+353(0)667194500,-9.676375,52.264047999999995,Kerry,Tralee,Republic of Ireland,Hotel,1,70
Clayton Hotel Cork City,https://www.claytonhotelcorkcity.com/,+353(0)214224900,-8.465064,51.898737,Cork,Cork,Republic of Ireland,Hotel,1,369
Brooklane Hotel,http://www.brooklanehotel.com,+353(0)646642077,-9.591799,51.883586,Kerry,Kenmare,Republic of Ireland,Hotel,5,399
Herb Cottages at Kilgraney House,http://www.kilgraneyhouse.com,+353(0)599775283,-6.957619966,52.65375086,Carlow,Bagenalstown,Republic of Ireland,Self Catering,5,31
The Cottage,http://www.archesfarmhouse.com,+353(0)494335460,-7.5472690710000006,53.94652057,Cavan,Arvagh,Republic of Ireland,Self Catering,3,4
Lakeside Cottage,,3.53494E+11,-7.531532,54.017387,Cavan,Killeshandra,Republic of Ireland,Self Catering,3,5
Trinity Island Lodge,http://www.trinityisland.com,+353(0)494334314,-7.469075423,53.98982413,Cavan,Killeshandra,Republic of Ireland,Self Catering,2,18
Country Cottages,http://rayscottages.clareireland.net/,+353(0)657077071,-9.124042,53.128181999999995,Clare,Ballyvaughan,Republic of Ireland,Self Catering,1,33
Riverbank Cottages,http://www.selfcateringscarriff.com,+353(0)61921354,-8.532997,52.90815799999999,Clare,Scarriff,Republic of Ireland,Self Catering,3,15
Eden Lodge,http://www.edenlodge.clareireland.net,+353(0)656824285,-9.022999017,52.81005576,Clare,Ennis,Republic of Ireland,Self Catering,4,25
Mount Cashel Lodge,http://www.mtcashel.com,+353(0)61369142,-8.768017,52.765829000000004,Clare,Sixmilebridge,Republic of Ireland,Self Catering,3,18
Ballyvaughan Cottages,http://www.ballyvaughan-cottages.com,+353(0)872428161,-9.14874567,53.11570569,Clare,Ballyvaughan,Republic of Ireland,Self Catering,1,6
Droumkeal Cottage,http:// www.droumkealcottage.com,+353(0)2750558,-9.437133,51.736411,Cork,Bantry,Republic of Ireland,Self Catering,5,31
Castletownshend Cottages,http://www.castle-townshend.com,+353(0)2836100,-9.173985,51.529182,Cork,Castletownshend,Republic of Ireland,Self Catering,5,38
Pinewood Cottage,http://www.pinewoodcottage.com,+353(0)2761224,-9.693571,51.586537,Cork,Bantry,Republic of Ireland,Self Catering,4,13
Park South Cottage,http://www.park-south.com,+353(0)2225296,-8.522965643,52.227977200000005,Cork,Mallow,Republic of Ireland,Self Catering,3,33
The Farm Cottages,http://www.thefarmcottages.com,+353(0)2226103,-8.466452241,52.15412682,Cork,Mallow,Republic of Ireland,Self Catering,1,15
Rolf's Holiday Cottages,http://www.rolfscountryhouse.com,+353(0)2820289,-9.368592,51.479594,Cork,Baltimore,Republic of Ireland,Self Catering,2,7
Bruckless House Gate Lodge,http://www.bruckless.com,+353(0)749737071,-8.387161,54.636832999999996,Donegal,Bruckless,Republic of Ireland,Self Catering,1,11
Ardroe Cottage,http://www.donegalholiday.com,+353(0)872881222,-7.653675999999999,55.194357,Donegal,Portsalon,Republic of Ireland,Self Catering,1,26
The Whins Cottage,http://www.donegalholiday.com,+353(0)749122267,-7.711638000000001,55.229653000000006,Donegal,Fanad,Republic of Ireland,Self Catering,4,29
Macalla Cottage,http://www.macallacottagegweedore.com,+353(0)876651518,-8.260235,55.029051,Donegal,Gweedore,Republic of Ireland,Self Catering,3,25
Cornagill Cottage,,+353(0)749121802,-7.682124000000001,54.968391000000004,Donegal,Letterkenny,Republic of Ireland,Self Catering,1,11
Big Jimmy's Cottage,http://www.creevyexperience.com,+353(0)719852896,-8.252672415,54.52601621,Donegal,Creevy,Republic of Ireland,Self Catering,4,18
Frewin Cottage,http://www.frewinhouse.com,3.53749E+11,-7.647003999999999,55.03199,Donegal,Ramelton,Republic of Ireland,Self Catering,4,5
Sam's Cottage,http://www.rathmullanholidayhomes.com,+353(0)749158224,-7.561297,55.103398999999996,Donegal,Rathmullan,Republic of Ireland,Self Catering,5,37
Seabreeze & Kinnegar Cottages,http://www.rathmullanholidayhomes.com,+353(0)749158224,-7.555494,55.091508,Donegal,Rathmullan,Republic of Ireland,Self Catering,3,9
Millstone Cottages,http://www.millstonecottages.com,3.53749E+11,-7.667255,55.107676,Donegal,Milford,Republic of Ireland,Self Catering,4,20
Kitty's Cottage & The Moor Cottage,http://www.creevyexperience.com,+353(0)719852896,-8.246829126,54.53082077,Donegal,Creevy,Republic of Ireland,Self Catering,2,30
1st Floor Apartment,,+353(0)12841237,-6.106685,53.278714,Dublin,Dalkey,Republic of Ireland,Self Catering,2,34
The White Cottage,,+353(0)14946082,-9.261759932999999,53.42021172,Galway,Oughterard,Republic of Ireland,Self Catering,4,8
Cloch na Scith Thatched Cottage,http://www.thatchcottage.com/,+353(0)91553364,-9.273024000000001,53.24626800000001,Galway,Spiddal,Republic of Ireland,Self Catering,3,22
Apartment Number 2 Kingshill,,+353(0)12956246,-9.07423,53.262018000000005,Galway,Salthill,Republic of Ireland,Self Catering,1,12
Grattan House Holiday Apartments,http://www.stayingalway.com,+353(0)91525951,-9.071135253,53.26334047,Galway,Salthill,Republic of Ireland,Self Catering,5,29
Park Lodge,http://www.parklodgehotel.ie,+353(0)91553159,-9.264204,53.247647,Galway,Spiddal,Republic of Ireland,Self Catering,2,36
Lighthouse Lodge,http://www.lighthouse-lodge.net,+353(0)9335805,-9.212075,53.491257,Galway,Headford,Republic of Ireland,Self Catering,1,20
Arbutus Lodge Apartments,http://www.arbutuslodge.ie,+353(0)646634914,-9.560084,52.076805,Kerry,Killarney,Republic of Ireland,Self Catering,3,11
Kerry Cottages,http://www.kerrycottages.com,+353(0)12806336,-10.00005929,52.24414389,Kerry,Castlegregory,Republic of Ireland,Self Catering,5,35
Dromatouk Cottage,,+353(0)646641608,-9.542950999999999,51.886501,Kerry,Kenmare,Republic of Ireland,Self Catering,3,31
Dan's Cottage,http://www.danscottage.com,+353(0)646641283,-9.595918877999999,51.88279351,Kerry,Kenmare,Republic of Ireland,Self Catering,2,10
Garveys Cottage,http://www.garveysholidaycottage.com,+353(0)669159914,-10.395762,52.112061,Kerry,Ventry,Republic of Ireland,Self Catering,3,8
Sea View Valentia Island Cottage,http://www.valentiaislandcottages.com,+353(0)669476224,-10.35439539,51.91253008,Kerry,Valentia Island,Republic of Ireland,Self Catering,1,9
Lodgewood Cottage,http://www.visit-kenmare.com,+353(0)646641248,-9.588066,51.880231,Kerry,Kenmare,Republic of Ireland,Self Catering,4,12
Redwood Apartments,http://www.redwoodireland.com,+353(0)646634754,-9.51719,52.097731,Kerry,Killarney,Republic of Ireland,Self Catering,1,13
Portmagee Seaside Cottages,http://www.portmageeseasidecottages.com,+353(0)669477151,-10.33125162,51.88933349,Kerry,Portmagee,Republic of Ireland,Self Catering,1,25
Atlantic Waves Cottage,http://www.atlanticwavesholidaycottage.com,+353(0)876166046,-10.091957,52.240665,Kerry,Castlegregory,Republic of Ireland,Self Catering,1,10
Brambles Farm Cottage,http://www.bramblesfarmkillarney.com,+353(0)669764228,-9.538349592000001,52.16834157,Kerry,Killarney,Republic of Ireland,Self Catering,4,37
Glenview Cottage,http://www.glenviewcottage.com,3.5367E+11,-9.541379,52.127068,Kerry,Killarney,Republic of Ireland,Self Catering,2,6
Scorid Cottage,http://www.scoridcottage.net,+353(0)877845764,-10.25538841,52.14486902,Kerry,Cloghane,Republic of Ireland,Self Catering,5,27
Courtyard Cottages,http://www.countykerryholidays.com,3.53667E+11,-9.73188,52.246466,Kerry,Tralee,Republic of Ireland,Self Catering,4,16
Beech Lodge,http://www.ballindrumfarm.com,+353(0)598626294,-6.884795236,53.00962152,Kildare,Athy,Republic of Ireland,Self Catering,4,32
Ashwell Cottage,http://www.ashwellcottage.com,+353(0)45879167,-6.61222207,53.23215226,Kildare,Naas,Republic of Ireland,Self Catering,1,29
Killure Lodge,http://www.killure.ie,+353(0)599775567,-7.0170509999999995,52.651541,Kilkenny,Goresbridge,Republic of Ireland,Self Catering,3,38
Parkview Cottage,,3.5372E+11,-7.723767,53.961689,Leitrim,Aughavas,Republic of Ireland,Self Catering,5,26
Nancys Cottage,http://www.nancyscottage-ireland.com,+353(0)12851829,-6.264191042,53.81449195,Louth,Clogherhead,Republic of Ireland,Self Catering,5,35
Beachcombers Cottage,http://www.carlingford.ie/index.php/beachcomber-cottage,+353(0)868354600,-6.1663173460000005,53.9775586,Louth,Carlingford,Republic of Ireland,Self Catering,3,26
Kelly Cottage,http://www.mulrannyselfcatering.com/welcome.html,+353(0)9836180,-9.678342,53.90531800000001,Mayo,Mulranny,Republic of Ireland,Self Catering,2,8
Achill Cottages,http://www.achillcottages.com,+353(0)9845200,-9.945846677999999,53.93164916,Mayo,Achill Island -Acaill,Republic of Ireland,Self Catering,1,24
Acorn Cottage and Clew Bay Cottage,http://www.holidaylettings.co.uk/holidays/bookable-online/?mkwid=s5zttB8ri_dc&pcrid=58458765971&kwor,+353(0)14562273,-9.778022,53.906622,Mayo,Mulranny,Republic of Ireland,Self Catering,5,24
Achill Stone Cottage,http://www.ihacom.co.uk/Holiday-rental-Dugort/2-Slievemore-Holiday-Village_61928_1.htm,+353(0)12803040,-10.036232,54.000684,Mayo,Achill Island -Acaill,Republic of Ireland,Self Catering,5,39
The Cottages Ireland,http://www.cottages-ireland.com,+353(0)419828104,-6.24189,53.69059300000001,Meath,Bettystown,Republic of Ireland,Self Catering,1,8
Slane Farm Cottages,http://www.slanefarmhostel.ie,+353(0)419884985,-6.572722,53.715807999999996,Meath,Slane,Republic of Ireland,Self Catering,1,18
Dillons Cottage,http://www.dillonscottage.com,+353(0)861690154,-7.0031740000000005,54.125124,Monaghan,Monaghan Town,Republic of Ireland,Self Catering,2,29
Shramore Lodge,,+353(0)719167524,-8.492063,54.196929000000004,Sligo,Collooney,Republic of Ireland,Self Catering,5,11
Orchard Cottage,http://www.letsgoselfcatering.com,+353(0)719169545,-8.495963,54.232942,Sligo,Sligo Town,Republic of Ireland,Self Catering,3,12
Lorrha Cottages,https://www.lorrhacottages.ie/,+353(0)909747029,-8.113406,53.088106,Tipperary,Nenagh,Republic of Ireland,Self Catering,3,35
The Lodge,,+353(0)5868204,-7.741977,52.118013,Waterford,Dungarvan,Republic of Ireland,Self Catering,1,30
Carnakilla Cottages,http://www.facebook.com/Carnakilla/,+353(0)906485389,-7.916052681,53.49029989,Westmeath,Athlone,Republic of Ireland,Self Catering,5,8
The Cottage,,+353(0)51565683,-6.750311775,52.31447953,Wexford,Foulkesmill,Republic of Ireland,Self Catering,5,37
Rose Cottage,,+353(0)51389182,-6.915242999999999,52.236042,Wexford,Duncannon,Republic of Ireland,Self Catering,3,7
Killiane Castle Courtyard Apartments,http://www.killianecastle.com,+353(0)539158885,-6.4486034189999994,52.29195629,Wexford,Wexford Town,Republic of Ireland,Self Catering,3,6
Glendale Holiday Cottages,http://www.glendale-glendalough.com,+353(0)40445410,-6.285584736000001,53.007267399999996,Wicklow,Glendalough,Republic of Ireland,Self Catering,1,9
Abhainn Rí Cottages,http://www.abhainn-ri.com,+353(0)45867147,-6.562752801,53.09887501,Wicklow,Blessington,Republic of Ireland,Self Catering,5,12
Scandinavian Lodge,http://www.2glenmalure.com,+353(0)14961039,-6.296435,52.93268199999999,Wicklow,Rathdrum,Republic of Ireland,Self Catering,1,33
Viking Hotel Waterford,http://www.vikinghotel.ie,+353(0)51336933,-7.1647300000000005,52.242278999999996,Waterford,Waterford City,Republic of Ireland,Hotel,3,59
Bere Island Lodge,http://www.bereislandlodge.com,+353(0)2775988,-9.818695945,51.63631668,Cork,Bere Island,Republic of Ireland,Self Catering,1,28
Clocan Bed and Breakfast,http://www.clocanbandb.com,+353(0)949255066,-8.795559658,53.96777410000001,Mayo,Charlestown,Republic of Ireland,B & B,1,19
Abbey House B&B,http://www.abbeyhouse.ie,+353(0)539124408,-6.4646989999999995,52.340387,Wexford,Wexford Town,Republic of Ireland,B & B,5,13
Ashgrove B&B,http://www.ashgrovebandb.ie,+353(0)40469750,-6.078304918,52.94123888,Wicklow,Wicklow Town,Republic of Ireland,B & B,4,11
Shalom B&B,http://www.jackiewoods.com,+353(0)429373151,-6.177644,54.041164,Louth,Carlingford,Republic of Ireland,B & B,4,6
Louth Hall B&B,,+353(0)429374626,-6.5465230000000005,53.914237,Louth,Dundalk,Republic of Ireland,B & B,1,12
Sandyhills B&B,http://www.sandyhills.ie,+353(0)18437148,-6.10421,53.517809,Dublin,Rush,Republic of Ireland,B & B,5,11
Church View B&B,http://www.thechurchview.com,+353(0)719182935,-8.517297524,53.993951,Sligo,Gurteen,Republic of Ireland,B & B,3,11
Hawthorn Lodge B&B,http://www.Mountshannon-clare.com,+353(0)61927120,-8.421831,52.936462,Clare,Mountshannon,Republic of Ireland,Self Catering,1,35
Claregalway Hotel,http://www.claregalwayhotel.ie,+353(0)91738300,-8.94396,53.343658,Galway,Claregalway,Republic of Ireland,Hotel,3,334
The Central Hotel Tullamore,http://www.centralhoteltullamore.com,+353(0)579360034,-7.497497999999999,53.271009,Offaly,Tullamore,Republic of Ireland,Hotel,5,258
Newgrange Lodge,http://www.newgrangelodge.com,+353(0)419882478,-6.442749,53.69459499999999,Meath,Newgrange,Republic of Ireland,Self Catering,1,23
Glenview Lodge,http://www.glenviewlodge.com,+353(0)876180670,-8.969646222,52.32882957,Limerick,Broadford,Republic of Ireland,Self Catering,2,39
Inishmulclohy Lodge,http://www.nealgreig.com,+353(0)4788788,-8.580957636,54.30117221,Sligo,Coney Island,Republic of Ireland,Self Catering,5,26
Otway Beach Cottages - Cottage,,+353(0)876172690,-7.531528,55.133908,Donegal,Rathmullan,Republic of Ireland,Self Catering,5,5
Hillview Farm House B&B,http://www.hillviewbandb.com,+353(0)871250317,-8.829449019,52.88495059,Clare,Tulla,Republic of Ireland,B & B,5,14
White Strand B&B,http://www.whitestrand.net,+353(0)749370335,-7.340922,55.353889,Donegal,Malin Head,Republic of Ireland,B & B,5,5
Innisfallen Hotel,http://www.innisfallenhotel.ie/,+353(0)646623600,-9.574164999999999,52.070623,Kerry,Killarney,Republic of Ireland,Hotel,5,76
The Holiday Hotel,http://www.booking.com/hotel/ie/holiday.en-gb.html,+353(0)91522518,-9.075632,53.259955000000005,Galway,Salthill,Republic of Ireland,Hotel,1,271
Clanard Court Hotel,http://www.clanardcourt.ie,+353(0)598640666,-6.959851,52.998743999999995,Kildare,Athy,Republic of Ireland,Hotel,5,278
Clayton Hotel Sligo,http://www.claytonhotelsligo.com/,+353(0)719119000,-8.46118,54.28168,Sligo,Ballinode,Republic of Ireland,Hotel,2,207
Ballyliffin Lodge & Spa,http://www.ballyliffinlodge.com,+353(0)749378200,-7.395356,55.280175,Donegal,Ballyliffin,Republic of Ireland,Self Catering,5,35
Great National Ballykisteen Golf Hotel,http://www.ballykisteenhotel.com,+353(0)6233333,-8.216777,52.50213299999999,Tipperary,Limerick Junction,Republic of Ireland,Hotel,5,91
Hotel Newport,http://www.hotelnewport.ie,+353(0)9842464,-9.546537641,53.88596521,Mayo,Newport,Republic of Ireland,Hotel,1,182
Ring of Kerry Cottages,http://www.tridentholidayhomes.ie/rentals/house-kenmare-ring-of-kerry-holiday-cottages-193189.html,+353(0)12018479,-9.751408,52.121311999999996,Kerry,Kenmare,Republic of Ireland,Self Catering,3,21
The Croke Park Hotel,http://www.doylecollection.com/crokepark,+353(0)18714444,-6.253864,53.360799,Dublin,Dublin City,Republic of Ireland,Hotel,2,258
Trim Castle Hotel,https://www.trimcastlehotel.com/,+353(0)469483000,-6.791041000000001,53.553911,Meath,Trim,Republic of Ireland,Hotel,2,159
The d Hotel,http://www.thedhotel.com,+353(0)419877700,-6.345066,53.713999,Louth,Drogheda,Republic of Ireland,Hotel,4,80
The g Hotel & Spa,http://www.theghotel.ie,+353(0)91865200,-9.032133,53.282030000000006,Galway,Galway City,Republic of Ireland,Hotel,1,122
Brú Hostel,http://www.bruhostel.com,+353(0)214559667,-8.466058,51.901447,Cork,Cork City,Republic of Ireland,Hostel,4,183
Pier Head Hotel Spa and Leisure Centre,http://www.pierheadhotel.ie,+353(0)719166171,-8.447591000000001,54.466896,Sligo,Mullaghmore,Republic of Ireland,Hotel,1,222
Court Yard Hotel,http://www.courtyard.ie,+353(0)16295100,-6.488791,53.364022,Kildare,Leixlip,Republic of Ireland,Hotel,5,384
The Fáilte Hotel,http://www.failtekillarney.com,+353(0)646633404,-9.506824,52.059407,Kerry,Killarney,Republic of Ireland,Hotel,2,261
Decoy Country Cottages,http://www.decoycountrycottages.ie,+353(0)469026960,-6.585131,53.604216,Meath,Navan,Republic of Ireland,Self Catering,1,8
Dunboyne Castle Hotel and Spa,http://www.dunboynecastlehotel.com,+353(0)18013500,-6.477468,53.417145999999995,Meath,Dunboyne,Republic of Ireland,Hotel,4,387
Bunratty Manor Hotel,http://www.bunrattymanor.ie,+353(0)61707984,-8.818052999999999,52.698579,Clare,Bunratty,Republic of Ireland,Hotel,4,328
Rose Lodge Guesthouse,http://www.roselodge.ie/,+353(0)214272958,-8.488746,51.896243,Cork,Cork City,Republic of Ireland,Self Catering,2,7
The Shamrock Inn Hotel,http://www.shamrockinn.ie,+353(0)657081700,-9.345894,52.93225,Clare,Lahinch,Republic of Ireland,Hotel,2,252
The Atlantic Hotel,http://www.atlantichotel.ie,+353(0)657081049,-9.345873,52.932362,Clare,Lahinch,Republic of Ireland,Hotel,3,173
The Western Hotel,http://www.westernhotelgalway.ie,+353(0)91562834,-9.047878,53.276407999999996,Galway,Galway City,Republic of Ireland,Hotel,5,47
Clayton Hotel Liffey Valley,http://www.claytonhotelliffeyvalley.com/,+353(0)16258000,-6.4014169999999995,53.355623,Dublin,Dublin City,Republic of Ireland,Hotel,4,288
Maudlins House Hotel,http://www.maudlinshousehotel.ie,+353(0)45896999,-6.640285,53.231674,Kildare,Naas,Republic of Ireland,Hotel,5,271
Mulranny Park Hotel,http://www.mulrannyparkhotel.ie,+353(0)9836000,-9.782653999999999,53.906009,Mayo,Mulranny,Republic of Ireland,Hotel,4,282
Broadhaven Bay Hotel,http://www.broadhavenbay.com,+353(0)9720600,-9.976877,54.218164,Mayo,Belmullet,Republic of Ireland,Hotel,4,290
Mount Wolseley Hotel Spa & Golf Resort,http://www.mountwolseley.ie,+353(0)599180100,-6.731364,52.791025,Carlow,Tullow,Republic of Ireland,Hotel,1,159
Pondlodge Holiday Cottages,http://www.westlodgehotel.ie/Accommodation/Self%20Catering%20Cottages.aspx,+353(0)2750360,-9.474883,51.672468,Cork,Bantry,Republic of Ireland,Self Catering,5,26
Fota Island Hotel and Spa,http://www.fotaisland.ie,+353(0)214883700,-8.291303,51.90019,Cork,Cork City,Republic of Ireland,Hotel,1,195
